KMeans_Label,MntWines_mean,MntFruits_mean,MntMeatProducts_mean,MntFishProducts_mean,MntSweetProducts_mean,MntGoldProds_mean,MntWines_median,MntFruits_median,MntMeatProducts_median,MntFishProducts_median,MntSweetProducts_median,MntGoldProds_median,MntWines_std,MntFruits_std,MntMeatProducts_std,MntFishProducts_std,MntSweetProducts_std,MntGoldProds_std,Count
0,488.55979381443296,40.78556701030928,269.91340206185566,59.76958762886598,41.57113402061856,59.88505154639175,421.5,33.0,218.0,52.0,35.0,48.0,306.66807056251804,28.77092540296497,179.5522660087254,41.87121826904995,29.01733569166016,41.29942307069883,970
1,166.42794759825327,0.5982532751091703,21.222707423580786,0.22270742358078602,0.24890829694323144,14.554585152838428,34.0,0.0,10.0,0.0,0.0,6.0,282.4188445853242,2.895125441416188,32.8342222197825,0.6871052978542559,0.9243590170658039,23.17927534757182,229
2,27.230616302186878,7.640159045725646,23.946322067594433,10.725646123260438,7.894632206759443,20.083499005964214,14.0,4.0,17.0,7.0,5.0,14.0,29.615438545073467,9.439244684491337,21.224823412131034,14.17555968420921,9.570186889789271,20.525224644244748,503
3,267.51973684210526,0.0,105.79605263157895,23.86513157894737,15.986842105263158,32.95065789473684,86.0,0.0,29.0,7.0,5.0,17.0,347.15835977287827,0.0,147.8899868017967,35.93578573888867,23.076316474139436,39.035930123719474,152
4,320.2162162162162,14.708108108108108,119.2,23.5,0.0,37.024324324324326,212.0,5.0,39.0,10.0,0.0,19.0,345.7050715201261,20.92172755537393,164.65407743931308,34.791303261141216,0.0,41.25122794882048,185
5,243.3265306122449,2.7346938775510203,111.65306122448979,10.918367346938776,5.877551020408164,0.0,29.0,1.0,13.0,2.0,0.0,0.0,421.6963949215075,5.23121842963027,188.19831639129242,21.676443372447235,12.021911684262935,0.0,49
6,286.55629139072846,14.331125827814569,103.48344370860927,0.0,13.71523178807947,33.56953642384106,127.0,5.0,35.0,0.0,7.0,19.0,353.3089608404442,21.794409636205533,147.4613103746035,0.0,18.297678353074822,37.7214368644276,151
