KMeans_Label_A,Age_mean,Children_mean,Income_mean,Total_Spent_mean,Age_median,Children_median,Income_median,Total_Spent_median,Age_std,Children_std,Income_std,Total_Spent_std,Count
0,49.638743455497384,1.162303664921466,64044.79581151832,909.4659685863875,49.0,1.0,62863.5,886.5,5.628514439432894,0.4031932017523225,9999.514916590779,283.4823155829513,382
1,56.83404255319149,0.7063829787234043,46306.540425531915,288.34893617021277,57.0,1.0,47352.0,279.0,5.363109053164051,0.4563906405734621,16125.522007633052,188.55529678437742,235
2,50.18826405867971,2.1100244498777507,41631.60391198044,150.0684596577017,49.0,2.0,41644.0,73.0,6.217169393175278,0.3133034759273973,13120.132936788574,160.40850182783626,409
3,57.47490347490348,0.16216216216216217,77656.42084942084,1355.8764478764479,57.0,0.0,76542.0,1331.0,4.994022346373028,0.36931315459870634,37910.07500749818,399.0617098164105,259
4,42.829383886255926,0.8593996840442338,32397.060031595578,128.0616113744076,43.0,1.0,31814.0,69.0,4.069719429362088,0.34788368281949045,13057.258663537197,138.41660307982875,633
5,42.00335570469799,0.1342281879194631,76460.0067114094,1464.724832214765,43.0,0.0,75768.0,1458.5,4.4807845048352934,0.34147073703799413,13853.072171392647,404.55447264138206,298
