KMeans_Label_C,Age,Children,Income,Total_Spent
0,-0.7135038120200197,-0.002003584181649005,-0.7529261839415563,-0.8504075344560446
1,1.1726639465362152,-0.6071812912737145,0.7412817593259032,0.9438354662280806
2,0.24343337609746687,1.5592906110276525,-0.2709481789586567,-0.6147574724684672
3,0.9748040915311824,-0.27673527209201243,-0.31204953511647543,-0.563321715339097
4,-0.6836742813881758,-0.19049278236195916,-1.4835274648773764,-0.8875643260946299
5,-0.6419722512466902,-0.5924908584495081,0.7207052016194647,0.872000843183436
