KMeans_Label,Age,Marital_Status,Education,Children,Income,Total_Spent
0,-0.07182399506601617,-0.04115901153161485,-0.7396839374632258,-0.6747736613646343,0.44510031734047567,0.6367759707829086
1,0.24454003538907582,-0.23673217318912515,1.1639158652889918,-0.6034345770922535,0.6254480046827351,0.7133370937216172
2,-0.17909438207937237,-0.13560198858504052,-0.11360563047356638,0.7291592508563999,-0.5647780237833518,-0.7160841024302387
3,0.7807486128256681,1.6601502913344124,0.7462590862723537,-0.12634211127846368,0.004994344031813112,-0.08811842940237632
