KMeans_Label,Age_mean,Marital_Status_mean,Education_mean,Children_mean,Income_mean,Total_Spent_mean,Age_median,Marital_Status_median,Education_median,Children_median,Income_median,Total_Spent_median,Age_std,Marital_Status_std,Education_std,Children_std,Income_std,Total_Spent_std,Count
0,47.89863842662633,1.4553706505295008,1.1013615733736764,0.44175491679273826,63451.79576399395,990.9878971255673,47.0,2.0,1.0,0.0,67605.0,1005.0,8.01232088861254,1.0074972247428653,0.41598509330803013,0.511988938529482,20826.780269549665,570.7653021657229,661
1,50.31490384615385,1.2475961538461537,3.5336538461538463,0.4951923076923077,67991.70192307692,1037.1466346153845,49.0,1.0,4.0,0.0,66982.0,1033.0,8.891548389443567,0.8663697924317206,0.5672356263427047,0.524095053954185,35137.419217483126,596.4911820418703,416
2,47.0793489318413,1.3550356052899288,1.9013224821973551,1.4933875890132249,38030.0508646999,175.34791454730416,46.0,1.0,1.0,1.0,37395.0,74.0,6.14835354439215,0.9568557287785605,1.227414400586432,0.5950466097273819,13496.037391711283,224.561398743702,983
3,54.41025641025641,3.2628205128205128,3.0,0.8525641025641025,52372.97435897436,553.9487179487179,55.0,3.0,3.0,1.0,52305.0,454.0,7.125485196719473,0.7458459538881659,1.1804865044111152,0.6201403293790971,16321.887961617564,474.59223645311727,156
