KMeans_Label,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds
0,0.5013712238991939,0.04468080484655792,0.2720199358748709,0.0650462113557876,0.0452237213949953,0.07165810262859446
1,0.682368068054258,0.008669258503221538,0.18068406107643714,0.0060370153892769125,0.003695609049990678,0.11854598792681569
2,0.2465528606507313,0.08455313703903596,0.24343634912708198,0.12334540584437069,0.08925872481061838,0.21285352252816173
3,0.5020205063968435,0.0,0.2486264762880578,0.07542227640185378,0.05013465257337948,0.12379608833986545
4,0.5355462217740901,0.04149603924164896,0.22818152527467028,0.0776577775179415,0.0,0.11711843619164912
5,0.6276946709367255,0.02691566087433337,0.2829427789031187,0.045246695345924785,0.01720019393989763,0.0
6,0.5034859893519893,0.05672705350279289,0.24438207419272673,0.0,0.06217138704695449,0.13323349590553668
