KMeans_Label,Customer_Age_mean,Children_mean,Income_mean,Total_Spending_mean,Customer_Age_median,Children_median,Income_median,Total_Spending_median,Customer_Age_std,Children_std,Income_std,Total_Spending_std,Count
0,37.931985294117645,0.8382352941176471,27548.433823529413,73.08823529411765,37.0,1.0,27768.0,55.0,8.622050135410756,0.41109095721704014,9586.197221844091,92.83365749806234,544
1,59.57142857142857,1.107936507936508,59163.885714285716,731.5936507936508,59.0,1.0,59184.0,663.0,5.264695192374179,0.3671640269791034,11640.488326275594,429.86591001904515,315
2,42.20250521920668,1.1837160751565763,59166.108559498956,722.901878914405,42.0,1.0,58512.0,641.0,5.650444680863612,0.39830442244831477,13331.993050141722,423.55039117766773,479
3,34.320754716981135,0.022641509433962263,77766.42452830188,1372.7094339622643,34.0,0.0,75507.0,1378.0,7.223104723904198,0.14903923298048047,39931.30184108012,503.41289241692283,265
4,59.2589928057554,0.0,72037.78417266186,1223.525179856115,59.0,0.0,74748.0,1232.5,8.008423480019468,0.0,15142.114885807174,512.1869769563514,278
5,50.75139664804469,2.094972067039106,40097.03491620112,102.16759776536313,50.0,2.0,40022.5,61.0,8.625555525758552,0.41258544559623533,10253.066277212482,118.98715821929636,358
